DoingBusinessAsName,PrincipalOfcrBusinessName,GrossReceiptsAmt,GroupReturnForAffiliatesInd,WebsiteAddressTxt,FormationYr,ActivityOrMissionDesc,VotingMembersGoverningBodyCnt,VotingMembersIndependentCnt,TotalEmployeeCnt,CYContributionsGrantsAmt,CYGrantsAndSimilarPaidAmt,CYBenefitsPaidToMembersAmt,CYSalariesCompEmpBnftPaidAmt,CYTotalProfFndrsngExpnsAmt,CYTotalFundraisingExpenseAmt,CYOtherExpensesAmt,CYTotalExpensesAmt,TotalAssetsBOYAmt,TotalAssetsEOYAmt,TotalLiabilitiesBOYAmt,TotalLiabilitiesEOYAmt,NetAssetsOrFundBalancesBOYAmt,DescribedInSection501c3Ind,ScheduleBRequiredInd,PoliticalCampaignActyInd,LobbyingActivitiesInd,DonorAdvisedFundInd,MoreThan5000KToOrgInd,MoreThan5000KToIndividualsInd,ProfessionalFundraisingInd,FundraisingActivitiesInd,GrantsToOrganizationsInd,GrantsToIndividualsInd,ScheduleJRequiredInd,GrantToRelatedPersonInd,BusinessRlnWithOrgMemInd,BusinessRlnWithFamMemInd,BusinessRlnWithOfficerEntInd,TerminateOperationsInd,PartialLiquidationInd,DisregardedEntityInd,RelatedEntityInd,RelatedOrganizationCtrlEntInd,TrnsfrExmptNonChrtblRltdOrgInd,ActivitiesConductedPrtshpInd,ScheduleORequiredInd,FilerEIN,TaxYear,PrincipalOfficerNm,SubjectToProxyTaxInd,TransactionWithControlEntInd,AllAffiliatesIncludedInd
Ascension St Vincent Foundation - Mercy,Albert Boulenger,90450.0,False,THEALLIANCEFORDEMOCRACY.ORG,1997,"TO FREE ALL PEOPLE FROM CORPORATE DOMINATION OF POLITICS, ECONOMICS, THE ENVIRONMENT, CULTURE AND INFORMATION; TO ESTABLISH TRUE DEMOCRACY; AND TO CREATE A JUST SOCIETY WITH A SUSTAINABLE, EQUITABLE ECONOMY.",8.0,8.0,2.0,90450.0,0.0,0.0,31718.0,0.0,5335.0,49935.0,81653.0,87958.0,94687.0,5318.0,3250.0,82640.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,043372526,2022,VIKKI SAVEE,False,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,58883110.0,True,WWW.THETRUSTEES.ORG,1891,"THE TRUSTEES OF RESERVATIONS PRESERVE, FOR PUBLIC USE AND ENJOYMENT, PROPERTIES OF EXCEPTIONAL SCENIC, HISTORIC, AND ECOLOGICAL VALUE IN MASSACHUSETTS.",22.0,22.0,1055.0,39966545.0,0.0,0.0,29932718.0,400064.0,6177860.0,24948268.0,55281050.0,373027910.0,356550348.0,14026751.0,15614962.0,359001159.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,042105780,2022,KATHLEEN THEOHARIDES,True,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,3628131.0,False,WWW.TEXAS-WILDLIFE.ORG,1985,"THE TEXAS WILDLIFE ASSOCIATION'S(TWA) MISSION IS SERVING TEXAS WILDLIFE AND ITS HABITAT WHILE PROTECTING PROPERTY RIGHTS, HUNTING HERITAGE, AND THE CONSERVATION EFFORTS OF THOSE WHO VALUE AND STEWARD WILDLIFE RESOURCES.TO SUPPORT OUR MISSION, THE TEXAS WILDLIFE ASSOCIATION:1)DISSEMINATES INFORMATIVE AND EDUCATIONAL MATERIAL ON WILDLIFE, LEGISLATIVE ISSUES, REGULATORY MATTERS, SCIENTIFIC FINDINGS, MANAGEMENT TECHNIQUES AND MEMBER NEWS THROUGH A MONTHLY MAGAZINE, TEXAS WILDLIFE, AND THROUGH SPECIAL MAILINGS, ELECTRONIC MEDIA, EXHIBITS, AND PRODUCTIONS.2)COOPERATES WITH OUR FRIENDS AT THE TEXAS WILDLIFE ASSOCIATION FOUNDATION, INC TO ENCOURAGE THE PARTICIPATION OF ALL AGES IN OUTDOOR EDUCATION, HUNTING, FISHING AND WILDLIFE-ORIENTED ACTIVITIES THROUGH ORGANIZED YOUTH HUNTS, ECOLOGY CAMPS, 4-H ENRICHMENT PROGRAMS, SCHOOL-BASED PROGRAMS AND TRAININGS, FIELD TRIPS, AND OTHER RELATED EDUCATIONAL PROGRAMS.3) ADMINISTERS THE TEXAS YOUTH HUNTING PROGRAM (IN CONJUCTION WITH THE TEXAS PARKS AND WI",181.0,180.0,23.0,2652820.0,21600.0,0.0,1459314.0,0.0,0.0,1632302.0,3113216.0,2314738.0,2632636.0,110415.0,439910.0,2204323.0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,742393839,2022,JUSTIN DREIBELBIS,True,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,14284621.0,True,N/A,2021,"TO ADVOCATE FOR CONSTITUTIONAL RIGHTS AND FREEDOMS OF AMERICAN CITIZENS; TO EDUCATE THE PUBLIC AND BOLSTER PUBLIC AWARENESS IN CONNECTION THEREWITH: AND TO EDUCATE THE PUBLIC AND RAISE AWARENESS WITH RESPECT TO THE FRAGILE NATURE OF FREEDOM BY ADVANCING CORE AMERICAN VALUES INCLUDING DUTY COURAGE, STRENGTH, EQUALITY, FAITH, FAIRNESS, FAMILY, SELFGOVERNANCE, INDEPENDENCE, JUSTICE AND TRUTH. THE ORGANIZATION EDUCATES THROUGH VARIOUS MEANS AND EFFORTS INCLUDING BUT NOT LIMITED TO GRASSROOTS EFFORTS, MASS COMMUNICATIONS, EVENTS, PUBLICATIONS, PUBLIC SPEAKING, ONLINE AND COMMUNITY OUTREACH. ACTIVITIES ARE ONGOING AND CONDUCTED BY KEY EMPLOYEES AND OTHER INDIVIDUALS ALONG WITH THE INDEPENDENT CONTRACTORS, PUBLIC FIGURES AND VOLUNTEERS WITH KNOWLEDGE AND EXPERIENCE GERMANE TO THE ORGANIZATION'S MISSION.ACTIVITIES DESCRIBED HEREIN ARE CONDUCTED NATIONWIDE AND ARE CONDUCTED IN A MANNER THAT SEEKS TO HARNESS AND ACTIVATE THE POWER OF THE AMERICAN SPIRIT.",3.0,3.0,31.0,14261175.0,2704797.0,0.0,3211805.0,0.0,912181.0,7866666.0,13783268.0,380879.0,1295745.0,194670.0,608183.0,186209.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,863199323,2022,JOE FLYNN,True,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,4863021.0,True,WWW.ACLUSOCAL.ORG,1946,"SEE SCHEDULE O FOR DETAILSTHE ORGANIZATION DEFENDS THE CIVIL LIBERTIES ENSHRINED IN THE U.S. CONSTITUTION AND THE BILL OF RIGHTS THROUGH POLICY ADVOCACY, MEDIA ADVOCACY, AND ORGANIZING. IT FIGHTS TO SECURE AND PROTECT THE CIVIL RIGHTS OF ALL PEOPLE - INCLUDING WOMEN, YOUTH, PEOPLE OF COLOR, LESBIAN, GAY, BISEXUAL, AND TRANSGENDER PEOPLE, IMMIGRANTS AND REFUGEES, MEMBERS OF MINORITY RELIGIONS, DISABLED PEOPLE, PEOPLE EXPERIENCING POVERTY OR HOUSELESSNESS, AND PEOPLE WHO ARE INCARCERATED.",45.0,45.0,0.0,4413398.0,0.0,0.0,2601646.0,97279.0,265554.0,2039665.0,4738590.0,9796512.0,9669998.0,351059.0,354276.0,9445453.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,950490250,2022,JULIE WEINSTEIN,True,True,True
Ascension St Vincent Foundation - Mercy,Albert Boulenger,59149279.0,True,WWW.TOBACCOFREEACTION.ORG,1996,"WE PASSIONATELY CHAMPION & ADVOCATE FOR EVIDENCE-BASED POLICIES THAT PROTECT CHILDREN , IMPROVE HEALTH AND SAVE THE MOST LIVES.",16.0,15.0,139.0,57336512.0,11409855.0,0.0,8174746.0,0.0,115515.0,36804978.0,56389579.0,65428376.0,68535680.0,50964212.0,52249176.0,14464164.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,521974904,2022,YOLONDA C RICHARDSON,True,True,True
Ascension St Vincent Foundation - Mercy,Craig DeRoche,992004.0,False,www.familypolicyalliance.com,2004,We inspire men and women to live out biblical citizenship that transforms culture.,7.0,7.0,19.0,976643.0,0.0,0.0,492969.0,16255.0,95610.0,451402.0,960626.0,694183.0,590771.0,205204.0,73945.0,488979.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,200960855,2022,YOLONDA C RICHARDSON,True,True,True
Ascension St Vincent Foundation - Mercy,Craig DeRoche,162834755.0,True,WWW.CHCF.ORG,1995,"TO SUPPORT MEANINGFUL, MEASURABLE IMPROVEMENTS IN HEALTH CARE FOR ALL CALIFORNIANS.",11.0,10.0,69.0,0.0,41648168.0,0.0,16320690.0,0.0,0.0,6619384.0,64588242.0,962705535.0,833926666.0,8821641.0,7472051.0,953883894.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,954523231,2022,TIE KIM,True,True,True
Ascension St Vincent Foundation - Mercy,DR MYECHIA MINTER-JORDAN,1207322337.0,False,WWW.CAREQUEST.ORG,2016,TO IMPROVE THE ORAL HEALTH OF ALL.,9.0,9.0,141.0,0.0,13956419.0,0.0,16015273.0,0.0,0.0,14774719.0,44746411.0,933932322.0,2093713542.0,7142024.0,6319808.0,926790298.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,384016550,2022,TIE KIM,False,True,True
Ascension St Vincent Foundation - Mercy,DR MYECHIA MINTER-JORDAN,2655537.0,True,WWW.COMPASSIONANDCHOICES.ORG,1995,"TO IMPROVE CARE, EXPAND OPTIONS, AND EMPOWER EVERYONE TO CHART THEIR END-OF-LIFE JOURNEY.",7.0,7.0,0.0,1134076.0,0.0,0.0,276784.0,0.0,71618.0,1214533.0,1491317.0,14650551.0,14216647.0,6048492.0,5116894.0,8602059.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,841328830,2022,CRYSTAL HUISH,True,True,True
Ascension St Vincent Foundation - Mercy,DR MYECHIA MINTER-JORDAN,361238.0,True,WWW.ACLUARKANSAS.ORG,1969,"THE ACLU OF ARKANSAS WAS ORGANIZED FOR THE PURPOSE OF ADVANCING THE CAUSE OF CIVIL LIBERTIES, INCLUDING FREE SPEECH, FREE PRESS, FREE ASSEMBLAGE AND EQUALITY BEFORE THE LAW, WITHOUT POLITICAL PARTISANSHIP.",17.0,17.0,10.0,349198.0,0.0,0.0,59372.0,0.0,0.0,132008.0,191380.0,464246.0,525823.0,394270.0,285989.0,69976.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,710467186,2022,HOLLY DICKSON,True,True,True
Ascension St Vincent Foundation - Mercy,DR MYECHIA MINTER-JORDAN,33880.0,False,WWW.ACLUARKANSAS.ORG,2014,Primary purpose is to purchase real estate to operate for the benefit of or to carry out the purposes of Free and Accepted Masons of Indiana Lodge 58.,5.0,5.0,0.0,29542.0,82802.0,0.0,0.0,0.0,0.0,49.0,82851.0,104035.0,0.0,48529.0,0.0,55506.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,471854208,2022,HOLLY DICKSON,False,True,True
Ascension St Vincent Foundation - Mercy,DR MYECHIA MINTER-JORDAN,25662084558.0,True,www.UPMC.COM,2006,"HEALTHCARE, EDUCATION, AND RESEARCH",46.0,9.0,79577.0,187284532.0,113648644.0,0.0,8519181500.0,0.0,0.0,15998175590.0,24631005734.0,12455585375.0,11152724568.0,4113123099.0,2852129951.0,8342462276.0,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,208295721,2023,FRED HARGETT,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JOSEPH R IMPICCICHE JD MHA,2430854703.0,False,https://healthcare.ascension.org/,2011,"Catholic health ministry dedicated to service, healing, and transformational solutions.",9.0,8.0,9093.0,569491.0,4993379.0,0.0,1172863951.0,0.0,0.0,921408545.0,2099265875.0,25494056258.0,23967171477.0,10340925482.0,10761881486.0,15153130776.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True,453358926,2023,FRED HARGETT,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JP MORGAN CHASE BANK NA,4592367.0,False,NA,2019,TO PROVIDE SUPPORT TO THE METROPOLITAN MUSEUM OF ART.,1.0,0.0,0.0,0.0,3911150.0,0.0,208033.0,0.0,0.0,1527845.0,5647028.0,20000713.0,18974802.0,0.0,0.0,20000713.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,367746339,2023,FRED HARGETT,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,JP MORGAN CHASE BANK NA,1143016665.0,True,WWW.CAFAMERICA.ORG,1992,TO ENABLE U.S. TAXPAYERS TO GIVE TO VALIDATED CHARITIES ACROSS BORDERS AROUND THE WORLD.,11.0,11.0,133.0,927224718.0,884731548.0,0.0,15395067.0,502440.0,1727454.0,10864348.0,911493403.0,401011474.0,444916585.0,10054305.0,13004718.0,390957169.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,431634280,2023,JESSICA KRAFFT,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Darin Blunck,161841908.0,True,www.ducks.org,1937,"DUCKS UNLIMITED, INC CONSERVES, RESTORES, AND MANAGES WETLANDS AND ASSOCIATED HABITATS FOR NORTH AMERICA'S WATERFOWL. THESE HABITATS ALSO BENEFIT OTHER WILDLIFE AND PEOPLE.",68.0,67.0,0.0,35958556.0,63129608.0,0.0,0.0,75000.0,75000.0,0.0,63204608.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,912009004,2023,JESSICA KRAFFT,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Darin Blunck,36802245050.0,False,WWW.FIDELITYCHARITABLE.ORG,1990,SEE SCHEDULE O,9.0,8.0,0.0,15928785749.0,12693064054.0,0.0,0.0,0.0,0.0,228882020.0,12921946074.0,56657940564.0,66787000627.0,758552777.0,243992997.0,55899387787.0,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,110303001,2023,JACOB PRUITT,False,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Darin Blunck,2100324.0,True,WWW.STATETECHMO.EDU,1983,THE FOUNDATION IS THE PRIMARY FUNDRAISING ORGANIZATION TO STATE TECHNICAL COLLEGE OF MISSOURI.,13.0,12.0,0.0,1446990.0,1061642.0,0.0,0.0,0.0,5393.0,103635.0,1165277.0,3445916.0,3918322.0,49749.0,46165.0,3396167.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,431292397,2023,JENNY JACOBS,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Howard B Chrisman MD,10054930253.0,True,www.NM.org,1983,THE PRIMARY MISSION OF THE NORTHWESTERN AFFILIATES INCLUDED IN THIS GROUP RETURN IS TO BE THE DESTINATION OF CHOICE FOR (CONTINUED IN SCHEDULE O),127.0,102.0,37268.0,93907357.0,38008718.0,0.0,4182971130.0,0.0,20168865.0,5596255982.0,9817235830.0,13337106763.0,14174423192.0,3553674409.0,3522098675.0,9783432354.0,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,364724966,2023,JENNY JACOBS,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Howard B Chrisman MD,13349159016.0,True,WWW.BATTELLE.ORG,1925,"SEE MISSION STATEMENT ON SCHEDULE O BATTELLE MEMORIAL INSTITUTE (""BMI"") IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL AND SCIENTIFIC PURPOSES, INCLUDING THE UTILIZATION OF SCIENCE, THE SCIENTIFIC METHOD AND RESEARCH FOR THE BENEFIT AND EDUCATION OF MANKIND.",9.0,9.0,48024.0,11812481257.0,18533260.0,0.0,7563908982.0,0.0,0.0,5787470609.0,13369912851.0,1611117235.0,1795308649.0,697750736.0,628209833.0,913366499.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,314379427,2023,LEWIS VON THAER,True,True,True
SEE SCHEDULE O FOR COMPLETE LIST,Howard B Chrisman MD,23483125083.0,True,HTTPS://WWW.MASSGENERALBRIGHAM.ORG/,1925,"PATIENT CARE, RESEARCH, EDUCATION AND SERVICE TO THE COMMUNITY LOCALLY AND GLOBALLY.",616.0,375.0,92160.0,5987426871.0,759177011.0,0.0,10564505086.0,2327532.0,102316300.0,11378152228.0,22704161857.0,25977421130.0,28265038595.0,8179212213.0,8143148077.0,17798208917.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,900656139,2023,ANNE KLIBANSKI MD,True,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,KIMBERLY BAKER,4604209.0,False,www.kentuckyperformingarts.org,1980,Solicitation and receipt of gifts grants and contributions from individuals groups corporations and other sources public and private to finance the capital operating and programming costs of The Kentucky Center for the Arts Corporation.,16.0,16.0,0.0,1416713.0,1612902.0,0.0,0.0,0.0,0.0,1556842.0,3169744.0,29629027.0,30691358.0,5242358.0,4855298.0,24386669.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,310999046,2023,ANNE KLIBANSKI MD,False,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,KIMBERLY BAKER,268459765.0,True,WWW.RIDER.EDU,1865,"A NOT-FOR-PROFIT, PRIVATE UNIVERSITY, OFFERING UNDERGRADUATE, GRADUATE, AND DOCTORAL PROGRAMS",27.0,27.0,2296.0,11933074.0,72013437.0,0.0,75791099.0,0.0,2341352.0,65490817.0,213295353.0,247078205.0,235745397.0,161800431.0,168896483.0,85277774.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,210650678,2023,GREGORY G DELL'OMO PHD,True,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,KIMBERLY BAKER,180337.0,True,WWW.SENIORAFFORDABLEHOUSING.ORG,1995,"AS LEADERS IN AFFORDABLE HOUSING, WE ARE DEDICATED TO QUALITY, RESPECT AND INTEGRITY. OUR DESIRE IS TO PROVIDE SUPPORT AND RESOURCES TO CREATE AN ENVIRONMENT THAT WILL ENRICH THE LIVES OF OUR EMPLOYEES AND RESIDENTS. WE TAKE PRIDE IN BUILDING, ADMINISTERING, AND MAINTAINING HIGH STANDARDS OF SERVICE FOR INDIVIDUALS AND FAMILIES. WITH CONTINUED EDUCATION, COMMUNITY INVOLVEMENT, AND REFINED PRACTICES, WE WILL DEVELOP AND MAINTAIN SUPERIOR AFFORDABLE HOUSING THAT SURPASSES EXPECTATIONS.",9.0,9.0,0.0,124635.0,0.0,0.0,38536.0,0.0,0.0,129413.0,167949.0,314351.0,315961.0,239799.0,229021.0,74552.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,943191447,2023,LARRY BOECK,True,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,Kirsten M Largent,3938587718.0,False,WWW.OSFHEALTHCARE.ORG,1880,"In the spirit of Christ and the example of Francis of Assisi, the Mission of OSF Healthcare is to serve persons with the greatest care and love in a community that celebrates the gift of life.",10.0,7.0,21137.0,45518127.0,8593131.0,0.0,1601502399.0,0.0,267276.0,1745830000.0,3355925530.0,5280991110.0,5787940861.0,2760073693.0,2777499137.0,2520917417.0,True,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,370813229,2023,LARRY BOECK,True,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,Kirsten M Largent,100000.0,False,NONE,2019,CLEAN OKEECHOBEE WATERS FOUNDATION ENGAGES IN PUBLIC EDUCATION ACTIVITIES AND PRODUCES PUBLICATIONS TO INCREASE UNDERSTANDING OF THE MEDICAL AND SCIENTIFIC RESEARCH REGARDING THE IMPACT ON PUBLIC HEALTH FROM HARMFUL ALGAE BLOOMS (HABS) IN FLORIDA.,3.0,0.0,0.0,100000.0,3000.0,0.0,0.0,0.0,0.0,107509.0,110509.0,151750.0,141241.0,2760073693.0,0.0,151750.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,842593203,2023,HOWARD L SIMON,False,True,True
KENTUCKY PERFORMING ARTS FOUNDATION INC,Kirsten M Largent,292906830.0,True,WWW.ONLOK.ORG,1971,"PROVIDE COMPREHENSIVE HEALTH AND LONG-TERM CARE SERVICES TO THE ELDERLY, ESPECIALLY THOSE WITH LANGUAGE, CULTURAL, OR FINANCIAL BARRIERS.",11.0,10.0,1133.0,1315449.0,10877.0,0.0,115068229.0,0.0,0.0,136358397.0,251437503.0,209521113.0,276555334.0,60958982.0,111430069.0,148562131.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,942162549,2023,GRACE LI,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Kirsten M Largent,32901206.0,True,WWW.SCIFIRSTFORHUNTERS.ORG,1999,TO PROTECT THE FREEDOM TO HUNT AND TO PROMOTE WILDLIFE CONSERVATION WORLDWIDE.,220.0,220.0,137.0,3118379.0,78840.0,0.0,7431937.0,0.0,3846619.0,13218427.0,20729204.0,24011388.0,29576244.0,24602658.0,29087583.0,-591270.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,860974183,2023,WILLIAM LAIRD HAMBERLIN,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Kirsten M Largent,19606297.0,True,WWW.SCHOOLNUTRITION.ORG,1946,"SNA EMPOWERS AND SUPPORTS SCHOOL NUTRITION PROFESSIONALS IN ADVANCING THE ACCESSIBILITY, QUALITY AND INTEGRITY OF SCHOOL NUTRITION PROGRAMS.",14.0,14.0,48.0,988980.0,78000.0,0.0,5389961.0,0.0,0.0,7771433.0,13239394.0,20358342.0,21161049.0,7966112.0,7557416.0,12392230.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,840445578,2023,PATRICIA MONTAGUE,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Kirsten M Largent,49619409.0,True,WWW.TOBACCOFREEACTION.ORG,1996,"WE PASSIONATELY CHAMPION & ADVOCATE FOR EVIDENCE-BASED POLICIES THAT PROTECT CHILDREN, IMPROVE HEALTH AND SAVE THE MOST LIVES.",16.0,15.0,144.0,46039161.0,9105578.0,0.0,9403992.0,0.0,158855.0,26092953.0,44602523.0,68535680.0,71307114.0,52249176.0,52173413.0,16286504.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,521974904,2023,YOLONDA C RICHARDSON,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,ALEXIS MCGILL JOHNSON,40460371.0,False,WWW.PLANNEDPARENTHOODACTION.ORG,1989,"TO PROTECT AND EXPAND ACCESS TO SEXUAL AND REPRODUCTIVE HEALTH CARE AND RIGHTS THROUGH EDUCATION, ADVOCACY, AND LIMITED ELECTORAL ACTIVITIES.",18.0,18.0,0.0,40367190.0,14586945.0,0.0,9303404.0,8857357.0,13228581.0,12967425.0,45715131.0,13730743.0,13425614.0,3150249.0,8299880.0,10580494.0,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,133539048,2023,YOLONDA C RICHARDSON,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,ALEXIS MCGILL JOHNSON,101410901.0,True,WWW.CHCF.ORG,1995,"TO SUPPORT MEANINGFUL, MEASURABLE IMPROVEMENTS IN HEALTH CARE FOR ALL CALIFORNIANS.",11.0,10.0,69.0,0.0,42538758.0,0.0,17113181.0,0.0,0.0,8138415.0,67790354.0,833926666.0,806876271.0,7472051.0,6171997.0,826454615.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,954523231,2023,TIE KIM,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,ALEXIS MCGILL JOHNSON,12250673.0,True,WWW.BIGGAME.ORG,1974,THE ORGANIZATION'S MISSION IS TO CONSERVE WILDLIFE AND WILDERNESS LANDS; TO EDUCATE THE YOUTH AND THE GENERAL PUBLIC AND TO PROMOTE AND PROTECT THE RIGHTS AND INTERESTS OF HUNTERS WORLDWIDE.,17.0,17.0,14.0,3937587.0,670000.0,0.0,1979325.0,0.0,1062240.0,3073696.0,5723021.0,15183758.0,16767755.0,4090986.0,3389385.0,11092772.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,510157792,2023,RICHARD BIGGERS,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Patti Thiele,2199847.0,False,N/A,1971,"TO ENHANCE AND PROTECT THE DESIRABILITY AND ATTRACTIVENESS OF THE LAND LOCATED IN THE TOWN OF PRINCEVILLE ISLAND OF KAUAI, STATE OF HAWAII, FOR THE MUTUAL BENEFIT AND PROTECTION OF THE COMMUNITY",5.0,5.0,13.0,0.0,0.0,0.0,567300.0,0.0,0.0,1618746.0,2186046.0,4216312.0,6678592.0,2980985.0,5430947.0,1235327.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,237302826,2023,RICHARD BIGGERS,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Patti Thiele,146797433.0,True,WWW.ROTARY.ORG,1911,"ROTARIANS PROMOTE INTEGRITY, GOOD WILL AND PEACE THROUGH FELLOWSHIP OF BUSINESS PROFESSIONALS.",19.0,17.0,333.0,88528404.0,75291.0,0.0,49202505.0,0.0,0.0,65196168.0,114473964.0,200010861.0,201098297.0,43003868.0,46489323.0,157006993.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,361707667,2023,JULIE BURKE,True,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Patti Thiele,1743240.0,False,www.ccanactionfund.org,2014,"CCAN ACTION FUND EFFECTS CHANGE IN PUBLIC POLICY AT LOCAL, STATE, AND NATIONAL LEVELS TO ADVANCE CLEAN ENERGY SOLUTIONS.",4.0,4.0,0.0,541054.0,353475.0,0.0,0.0,0.0,95373.0,932779.0,1286254.0,1221851.0,1684169.0,348855.0,672904.0,872996.0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,010879928,2023,MICHAEL TIDWELL,False,True,True
HUNTER PRIDE SCI POLITICAL ACTION COMMITTEE HUNTER ACTION FUND,Michael Sitarz,2968.0,False,www.ccanactionfund.org,1946,To provide training and education in the shooting sports.,24.0,0.0,0.0,0.0,656316.0,0.0,0.0,0.0,0.0,15298.0,671614.0,668646.0,0.0,0.0,0.0,668646.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,391015575,2023,MICHAEL TIDWELL,True,True,True
